id,age,status,gender,drinks,drugs,education,ethnicity,income,last_online,location,offspring,smokes,city,country,age_group,state,messages_sent,profile_completion,account_age,preferred_age_range,relationship_intent,work_industry,self_rated_attractiveness
46163,25,single,m,socially,,graduated from college/university,asian,-1,13/03/2012,"san francisco, california",,no,, california,25-34,california,287,85,6,20-30,Marriage,Other,3
46164,21,single,m,socially,,,asian,-1,19/06/2012,"emeryville, california",,,, california,18-24,california,228,60,2,18-26,Casual,Other,9
46165,28,single,f,socially,,,white,-1,24/08/2011,"san francisco, california",doesn't want kids,no,, california,25-34,california,117,79,2,23-33,Serious,Healthcare,8
46166,22,single,f,socially,never,working on college/university,white,-1,25/05/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,18-24,california,175,88,6,18-27,Marriage,Other,10
46167,22,single,m,socially,never,working on college/university,"black,white",40000,20/08/2011,"san francisco, california",,sometimes,, california,18-24,california,451,69,3,18-27,Marriage,Healthcare,1
46168,21,single,m,socially,never,working on college/university,,-1,30/06/2012,"san francisco, california",,no,, california,18-24,california,184,71,9,18-26,Casual,Healthcare,5
46169,32,single,f,often,,graduated from med school,indian,-1,30/06/2012,"berkeley, california",,no,, california,25-34,california,317,73,3,27-37,Serious,Retail,2
46170,23,single,f,socially,never,working on college/university,asian,-1,08/03/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,18-24,california,498,63,6,18-28,Casual,Education,10
46171,29,married,f,rarely,never,graduated from college/university,"white,other",-1,23/06/2012,"richmond, california",,no,, california,25-34,california,337,85,3,24-34,Serious,Education,10
46172,30,single,m,socially,never,dropped out of space camp,white,-1,25/06/2012,"san francisco, california",,no,, california,25-34,california,214,62,8,25-35,Casual,Retail,6
46173,49,single,m,socially,never,graduated from high school,hispani,50000,26/06/2012,"daly city, california",,when drinking,, california,45-54,california,220,50,8,44-54,Serious,Education,10
46174,43,single,m,rarely,never,graduated from high school,"white,other",70000,18/05/2012,"san francisco, california",has kids,sometimes,, california,35-44,california,129,99,5,38-48,Serious,Healthcare,6
46175,36,single,f,socially,never,graduated from high school,white,-1,18/08/2011,"san francisco, california",,no,, california,35-44,california,332,76,3,31-41,Casual,Other,5
46176,40,single,m,socially,,graduated from law school,asian,150000,31/03/2012,"san francisco, california",,no,, california,35-44,california,271,62,2,35-45,Marriage,Other,7
46177,32,married,m,rarely,never,,,-1,12/03/2012,"redwood city, california",,no,, california,25-34,california,245,84,6,27-37,Serious,Retail,2
46178,22,single,f,socially,never,working on college/university,,-1,17/06/2012,"san francisco, california",,no,, california,18-24,california,122,57,1,18-27,Casual,Tech,10
46179,63,single,f,socially,never,graduated from masters program,white,-1,26/06/2012,"oakland, california",,no,, california,55-64,california,7,67,1,58-65,Marriage,Healthcare,6
46180,38,single,m,socially,,graduated from masters program,asian,-1,29/06/2012,"berkeley, california","doesn't have kids, but might want them",when drinking,, california,35-44,california,402,83,9,33-43,Serious,Tech,10
46181,25,single,m,socially,often,working on two-year college,white,80000,24/06/2012,"san francisco, california","doesn't have kids, but might want them",when drinking,, california,25-34,california,415,55,5,20-30,Marriage,Other,9
46182,39,single,f,socially,never,,white,-1,30/06/2012,"oakland, california",,,, california,35-44,california,66,76,7,34-44,Casual,Healthcare,3
46183,24,single,m,socially,sometimes,graduated from college/university,white,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,114,67,5,19-29,Serious,Education,4
46184,34,single,m,socially,never,graduated from college/university,white,40000,25/06/2012,"san francisco, california",,when drinking,, california,35-44,california,368,99,8,29-39,Marriage,Retail,2
46185,28,single,m,socially,sometimes,working on ph.d program,other,-1,14/05/2012,"san francisco, california",,sometimes,, california,25-34,california,287,58,9,23-33,Marriage,Education,5
46186,23,seeing someone,m,socially,never,working on college/university,white,-1,12/03/2012,"san leandro, california",,no,, california,18-24,california,104,64,5,18-28,Marriage,Education,2
46187,36,single,m,often,never,graduated from ph.d program,white,-1,29/06/2012,"redwood city, california",,no,, california,35-44,california,468,72,9,31-41,Casual,Other,7
46188,32,single,f,socially,never,graduated from med school,white,-1,01/07/2012,"san francisco, california",,no,, california,25-34,california,24,52,5,27-37,Casual,Tech,9
46189,40,single,f,not at all,never,graduated from college/university,"hispani,white",-1,25/05/2012,"san francisco, california",doesn't have kids,no,, california,35-44,california,52,58,8,35-45,Serious,Other,6
46190,24,single,m,socially,never,graduated from college/university,hispani,1000000,30/06/2012,"berkeley, california",,,, california,25-34,california,246,71,8,19-29,Casual,Healthcare,4
46191,31,single,f,socially,,graduated from college/university,white,-1,29/06/2012,"berkeley, california",has a kid,no,, california,25-34,california,336,99,8,26-36,Casual,Finance,7
46192,27,single,f,often,sometimes,graduated from college/university,white,-1,25/01/2012,"emeryville, california",doesn't have kids,sometimes,, california,25-34,california,280,72,4,22-32,Casual,Retail,5
46193,30,single,m,rarely,never,working on college/university,asian,-1,01/07/2012,"oakland, california","doesn't have kids, and doesn't want any",trying to quit,, california,25-34,california,32,69,5,25-35,Marriage,Finance,7
46194,23,single,f,socially,never,working on med school,indian,-1,30/06/2012,"stanford, california",,no,, california,18-24,california,286,56,2,18-28,Serious,Finance,8
46195,31,single,m,,never,graduated from masters program,"asian,pacificislander",-1,24/05/2012,"san francisco, california",,,, california,25-34,california,35,66,2,26-36,Marriage,Education,8
46196,30,single,m,socially,never,working on ph.d program,asian,-1,28/06/2012,"oakland, california",,no,, california,25-34,california,342,52,3,25-35,Casual,Other,10
46197,24,single,m,socially,sometimes,working on college/university,white,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,378,56,9,19-29,Casual,Education,7
46198,27,single,m,very often,never,graduated from college/university,white,80000,10/06/2012,"san francisco, california",,sometimes,, california,25-34,california,238,62,3,22-32,Casual,Retail,3
46199,32,single,f,socially,never,graduated from college/university,asian,-1,25/06/2012,"san francisco, california",,no,, california,25-34,california,491,90,2,27-37,Casual,Other,5
46200,32,single,f,socially,never,graduated from ph.d program,other,-1,11/01/2012,"san francisco, california",,no,, california,25-34,california,216,90,6,27-37,Serious,Healthcare,9
46201,22,single,m,socially,sometimes,graduated from college/university,white,-1,28/06/2012,"richmond, california","doesn't have kids, but wants them",when drinking,, california,18-24,california,176,72,4,18-27,Marriage,Retail,7
46202,33,single,m,socially,never,graduated from college/university,asian,-1,04/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,43,86,6,28-38,Serious,Healthcare,1
46203,37,single,m,socially,,graduated from college/university,,40000,27/06/2012,"emeryville, california",,no,, california,35-44,california,303,53,6,32-42,Serious,Other,5
46204,30,single,f,socially,,,asian,-1,29/06/2012,"san francisco, california",,,, california,25-34,california,157,58,1,25-35,Marriage,Healthcare,10
46205,26,single,f,socially,sometimes,graduated from masters program,white,-1,13/05/2012,"san francisco, california",,no,, california,25-34,california,268,55,2,21-31,Marriage,Tech,4
46206,39,single,f,often,never,,"nativeamerican,white",50000,19/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,35-44,california,170,91,9,34-44,Marriage,Finance,9
46207,28,single,f,socially,never,graduated from college/university,white,-1,07/06/2012,"oakland, california",,no,, california,25-34,california,494,67,2,23-33,Serious,Tech,5
46208,35,single,f,socially,never,graduated from masters program,white,100000,30/06/2012,"san francisco, california",,no,, california,35-44,california,220,84,5,30-40,Serious,Tech,8
46209,19,single,m,socially,never,working on college/university,"asian,white",20000,12/11/2011,"daly city, california",,trying to quit,, california,18-24,california,399,72,6,18-24,Marriage,Tech,3
46210,27,single,f,socially,never,graduated from masters program,white,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,229,80,6,22-32,Serious,Education,2
46211,27,single,f,socially,never,graduated from college/university,white,-1,29/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",no,, california,25-34,california,90,69,8,22-32,Serious,Finance,7
46212,23,single,f,socially,sometimes,working on college/university,white,-1,16/10/2011,"san francisco, california",,when drinking,, california,18-24,california,409,56,4,18-28,Casual,Other,2
46213,31,single,m,socially,never,graduated from two-year college,hispani,-1,30/06/2012,"east palo alto, california","doesn't have kids, but might want them",no,, california,25-34,california,458,61,5,26-36,Serious,Education,7
46214,24,single,m,socially,never,graduated from college/university,white,-1,01/07/2012,"san francisco, california",,no,, california,25-34,california,430,86,2,19-29,Casual,Other,8
46215,33,single,m,often,never,graduated from college/university,white,-1,28/06/2012,"san francisco, california",,no,, california,25-34,california,420,98,9,28-38,Casual,Healthcare,5
46217,35,married,m,socially,never,working on masters program,white,-1,21/06/2012,"oakland, california",,no,, california,35-44,california,409,53,7,30-40,Casual,Other,2
46218,29,single,f,often,never,graduated from college/university,white,-1,11/12/2011,"san francisco, california",,no,, california,25-34,california,225,61,6,24-34,Marriage,Other,1
46219,27,single,m,socially,never,graduated from college/university,white,100000,22/06/2012,"castro valley, california",,no,, california,25-34,california,224,64,5,22-32,Marriage,Retail,9
46220,44,single,m,socially,never,graduated from masters program,white,-1,30/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,45-54,california,142,51,6,39-49,Serious,Tech,10
46221,29,single,m,socially,,graduated from masters program,asian,-1,01/07/2012,"san francisco, california",,,, california,25-34,california,65,96,2,24-34,Serious,Healthcare,2
46222,35,single,m,socially,never,graduated from masters program,indian,100000,01/07/2012,"san francisco, california",,no,, california,35-44,california,27,60,5,30-40,Marriage,Other,2
46223,20,single,m,often,never,working on college/university,white,80000,21/04/2012,"san francisco, california",doesn't want kids,when drinking,, california,18-24,california,124,82,3,18-25,Marriage,Other,4
46224,27,single,f,socially,never,graduated from masters program,white,-1,25/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,211,63,1,22-32,Serious,Healthcare,5
46225,24,single,f,socially,,graduated from college/university,white,-1,28/06/2012,"san francisco, california",,no,, california,25-34,california,421,76,3,19-29,Serious,Other,7
46226,40,single,f,socially,never,graduated from masters program,white,-1,29/06/2012,"san francisco, california",,no,, california,35-44,california,427,53,7,35-45,Serious,Retail,10
46227,26,single,m,often,never,dropped out of two-year college,white,-1,30/06/2012,"san mateo, california",doesn't have kids,no,, california,25-34,california,436,87,1,21-31,Casual,Healthcare,7
